,Tamil Words
1210,கொண்டதில்ல
1211,ஆண்மகன
1212,சமயங்களில
1213,மலர்ப
1214,மூர்ச்சையடைந்தாள
1215,புவன
1216,பாய்ந்த
1217,தாழ்வாகச
1218,கிராமத்த
1219,உயரமாயிருக்கும
1220,பிடிப்பத
1221,ஸ்திர
1222,வலத
1223,பலத்த
1224,வெட்கமடைந்தான
1225,எஜமானரிடம
1226,விசாரித்தேன
1227,பாண்டியர்களும
1228,சேதுக்கரையில
1229,குறிக்கிறத
1230,புலம்பிக
1231,கடைத்தெருவில
1232,குறைகூற
1233,பேராகக
1234,குத்துவிளக்குகளுடன
1235,மாமனுக்க
1236,அத்தகைய
1237,சுற்றிலும
1238,அஞ்சுகிறோம
1239,அடைபட்ட
1240,உழவும
1241,அன்னப
1242,வந்திருப்பதனால
1243,போருக்குப
1244,சேவல்கள
1245,கூப்பிட
1246,இறந்தவர்களின
1247,முக்கியக
1248,பள்ள
1249,கிரீடமும
1250,சொல்லுவீர
1251,அமைதியான
1252,குழந்தைகள
1253,எல்லாத
1254,சார்ந்தத
1255,அதிகாரியாக
1256,விண்ணப்பத்தைக
1257,துவேஷம
1258,இரணியாசுரன
1259,அச்சந்திப்ப
1260,பரம்பரையாகப
1261,மக்களோட
1262,என்ன
1263,வயல்களில
1264,தப்பிக
1265,மத்தியிலிருந்த
1266,இழுக்கவும
1267,பேச்செல்லாம
1268,பட்டையாக
1269,பிராகாரத்துக்குள
1270,கோவிலின
1271,மகாவீரர
1272,சிந்தித்துத
1273,கணத்தினர
1274,பல்லைக
1275,தலைமுறைகளாகத
1276,துணிச்சலாகப
1277,கருங்கல
1278,ஒருவகையில
1279,இடமில்லைதான
1280,கல்லைப
1281,படையெடுத்துச
1282,கொடுங்கோல
1283,அளவேயில்ல
1284,ஞாபகார்த்தமாக
1285,என்றாள
1286,இப்போதெல்லாம
1287,நிகழ்ந்தத
1288,காலத்துப
1289,நாடுவார
1290,துடிதுடித்தன
1291,என்பவர்களுடைய
1292,எதற்காகப
1293,கொண்டாடுவதுபோல
1294,பட்சிகளையும
1295,குணகடல
1296,நாட்டிய
1297,பயங்கரமான
1298,இறைவனுடைய
1299,நாசமாகாமல
1300,பரிகசிப்பதற்க
1301,தகாத
1302,திட்டிக
1303,கெட்டிக்காரர்தான
1304,சேவல
1305,தானியம
1306,ஆற்றுக்க
1307,பெண்மண
1308,திடமாயிருக்க
1309,அதிகமாகப
1310,வானதியிடம
1311,திருமல
1312,பக்கத்திலேய
1313,வியப்புடன
1314,எக்காளங்கள
1315,விஜயலக்ஷ்ம
1316,இருந்தபட
1317,வழக்கமாய்ப
1318,பயன்படுத்துவத
1319,பறந்ததுஅதுவ
1320,புகழ்ச்ச
1321,அக்காவலன
1322,அசௌகர்யத்த
1323,வலக்கரம
1324,சந்தேகிப்பத
1325,சிகாமணிகளைத
1326,கோயிலுக்குள்ளேயிருந்த
1327,வருவதும
1328,உதவிகள
1329,மகிழும
1330,அழகென்னும
1331,கவிழ்த்த
1332,வந்தனாக
1333,தாயைக
1334,பொன்னொளியில
1335,துடித்தால
1336,உதவிய
1337,வயல
1338,ஜீவகோடிகளுக்குப
1339,தீபங்கள
1340,காரணப
1341,கண்டார
1342,அமர்த்தினோம
1343,காணப்படுகின்றனஇவ்வளவுக்கும
1344,காணப
1345,கைப்பற்ற
1346,நாடுகளுக்குப
1347,சிங்கமும
1348,கோட்டியூர
1349,ஒதுங்கிப
1350,மனிதனைப
1351,டடம
1352,பரதரையும
1353,அந்தரங்கமாகக
1354,அந்திமக்கிரிய
1355,எங்களுக்குத
1356,முரடர்கள
1357,மூன்றர
1358,ஒன்றுமில்லையட
1359,வந்தாள
1360,மகேந்திரன
1361,எண்கொண்ட
1362,போதாமலிருக்கும்போத
1363,வடமேற்கில
1364,ஜூவாலைகளாகக
1365,அருள்மொழிவர்மருக்க
1366,வானத்துக்குப
1367,கோபாவேச
1368,கைகலக்க
1369,உலகத்திலேய
1370,காவலனையும
1371,வளர்ந்ததெல்லாம
